text,activation,valence,quadrant
estoy feliz de verte hoy,alta,positiva,alta_positiva
la verdad es que estoy que no quepo de la alegría,alta,positiva,alta_positiva
estoy abrazar a todos con todo el gozo,alta,positiva,alta_positiva
estoy listo para reír a carcajadas de felicidad,alta,positiva,alta_positiva
quiero súper feliz de felicidad,alta,positiva,alta_positiva
me muero por celebrar de felicidad,alta,positiva,alta_positiva
me muero por súper feliz de felicidad,alta,positiva,alta_positiva
tengo ganas de muy emocionado con todo el gozo,alta,positiva,alta_positiva
estoy listo para saltar con todo el gozo,alta,positiva,alta_positiva
tengo ganas de saltar con todo el gozo,alta,positiva,alta_positiva
siento electricidad en el cuerpo hoy,alta,positiva,alta_positiva
tengo ganas de abrazar a todos de entusiasmo,alta,positiva,alta_positiva
sinceramente tengo las pilas puestas,alta,positiva,alta_positiva
súper feliz de la vida,alta,positiva,alta_positiva
me muero por celebrar de entusiasmo,alta,positiva,alta_positiva
tengo ganas de saltar de entusiasmo,alta,positiva,alta_positiva
me muero por muy emocionado de felicidad,alta,positiva,alta_positiva
estoy que no quepo de la alegría de verdad,alta,positiva,alta_positiva
estoy bailar de emoción,alta,positiva,alta_positiva
estoy abrazar a todos de emoción,alta,positiva,alta_positiva
quiero muy entusiasmado con todo el gozo,alta,positiva,alta_positiva
quiero abrazar a todos de alegría,alta,positiva,alta_positiva
quiero reír a carcajadas de emoción,alta,positiva,alta_positiva
tengo ganas de bailar de emoción,alta,positiva,alta_positiva
sinceramente súper feliz de la vida,alta,positiva,alta_positiva
estoy listo para reír a carcajadas con todo el gozo,alta,positiva,alta_positiva
quiero saltar con todo el gozo,alta,positiva,alta_positiva
estoy eufórico con todo el gozo,alta,positiva,alta_positiva
estoy listo para muy alegre de entusiasmo,alta,positiva,alta_positiva
me muero por celebrar con todo el gozo,alta,positiva,alta_positiva
quiero correr de emoción,alta,positiva,alta_positiva
me muero por muy alegre de entusiasmo,alta,positiva,alta_positiva
me muero por bailar de entusiasmo,alta,positiva,alta_positiva
estoy listo para saltar de alegría,alta,positiva,alta_positiva
estoy listo para súper feliz de alegría,alta,positiva,alta_positiva
siento que voy a saltar de entusiasmo,alta,positiva,alta_positiva
sinceramente estoy que no quepo de la alegría,alta,positiva,alta_positiva
estoy súper motivado de verdad,alta,positiva,alta_positiva
tengo ganas de reír a carcajadas de entusiasmo,alta,positiva,alta_positiva
quiero muy entusiasmado de emoción,alta,positiva,alta_positiva
tengo ganas de muy alegre de entusiasmo,alta,positiva,alta_positiva
siento que voy a muy alegre de entusiasmo,alta,positiva,alta_positiva
estoy listo para muy entusiasmado de alegría,alta,positiva,alta_positiva
siento que voy a gritar de alegría,alta,positiva,alta_positiva
la verdad es que súper feliz de la vida,alta,positiva,alta_positiva
sinceramente estoy muy alegre,alta,positiva,alta_positiva
estoy súper motivado absolutamente,alta,positiva,alta_positiva
siento mariposas en el estómago porque sí,alta,positiva,alta_positiva
estoy feliz de verte porque sí,alta,positiva,alta_positiva
tengo ganas de correr de felicidad,alta,positiva,alta_positiva
estoy listo para gritar con todo el gozo,alta,positiva,alta_positiva
estoy muy alegre con todo el gozo,alta,positiva,alta_positiva
últimamente estoy súper motivado,alta,positiva,alta_positiva
quiero abrazar a todos de entusiasmo,alta,positiva,alta_positiva
tengo ganas de súper feliz de felicidad,alta,positiva,alta_positiva
la verdad es que estoy feliz de verte,alta,positiva,alta_positiva
estoy eufórico en este momento,alta,positiva,alta_positiva
quiero muy entusiasmado de felicidad,alta,positiva,alta_positiva
estoy abrazar a todos de felicidad,alta,positiva,alta_positiva
quiero eufórico de emoción,alta,positiva,alta_positiva
últimamente estoy muy alegre,alta,positiva,alta_positiva
siento que voy a abrazar a todos de felicidad,alta,positiva,alta_positiva
siento una energía desbordante,alta,positiva,alta_positiva
tengo ganas de saltar de felicidad,alta,positiva,alta_positiva
quiero saltar de emoción,alta,positiva,alta_positiva
me muero por eufórico de felicidad,alta,positiva,alta_positiva
estoy radiante y alegre,alta,positiva,alta_positiva
me muero por reír a carcajadas de alegría,alta,positiva,alta_positiva
siento que voy a abrazar a todos de emoción,alta,positiva,alta_positiva
estoy a tope completamente,alta,positiva,alta_positiva
estoy celebrar de felicidad,alta,positiva,alta_positiva
últimamente me tiemblan las manos de la emoción,alta,positiva,alta_positiva
quiero correr de entusiasmo,alta,positiva,alta_positiva
estoy listo para muy alegre de emoción,alta,positiva,alta_positiva
sinceramente siento que toco el cielo con las manos,alta,positiva,alta_positiva
siento mariposas en el estómago hoy,alta,positiva,alta_positiva
quiero bailar de emoción,alta,positiva,alta_positiva
sinceramente estoy radiante y alegre,alta,positiva,alta_positiva
estoy saltar de alegría,alta,positiva,alta_positiva
tengo ganas de muy alegre de alegría,alta,positiva,alta_positiva
estoy listo para eufórico de emoción,alta,positiva,alta_positiva
me muero por bailar con todo el gozo,alta,positiva,alta_positiva
estoy radiante y alegre ahora mismo,alta,positiva,alta_positiva
estoy saltar de emoción,alta,positiva,alta_positiva
sinceramente tengo el corazón latiendo a mil,alta,positiva,alta_positiva
tengo ganas de saltar de alegría,alta,positiva,alta_positiva
quiero eufórico de felicidad,alta,positiva,alta_positiva
me muero por saltar de felicidad,alta,positiva,alta_positiva
me muero por muy alegre de felicidad,alta,positiva,alta_positiva
estoy saltar de entusiasmo,alta,positiva,alta_positiva
quiero correr de felicidad,alta,positiva,alta_positiva
me muero por reír a carcajadas de felicidad,alta,positiva,alta_positiva
siento que voy a eufórico de alegría,alta,positiva,alta_positiva
quiero súper feliz de alegría,alta,positiva,alta_positiva
siento que toco el cielo con las manos absolutamente,alta,positiva,alta_positiva
estoy celebrar de entusiasmo,alta,positiva,alta_positiva
tengo ganas de muy alegre con todo el gozo,alta,positiva,alta_positiva
estoy correr de alegría,alta,positiva,alta_positiva
estoy que salto en una pata de lo feliz que estoy completamente,alta,positiva,alta_positiva
me siento muy feliz hoy,alta,positiva,alta_positiva
tengo ganas de celebrar de emoción,alta,positiva,alta_positiva
siento una energía desbordante en este momento,alta,positiva,alta_positiva
siento que voy a correr de alegría,alta,positiva,alta_positiva
tengo ganas de muy emocionado de felicidad,alta,positiva,alta_positiva
estoy súper feliz de emoción,alta,positiva,alta_positiva
me muero por gritar de felicidad,alta,positiva,alta_positiva
quiero gritar con todo el gozo,alta,positiva,alta_positiva
siento que voy a bailar con todo el gozo,alta,positiva,alta_positiva
me muero por correr de alegría,alta,positiva,alta_positiva
me muero por gritar de emoción,alta,positiva,alta_positiva
tengo ganas de abrazar a todos con todo el gozo,alta,positiva,alta_positiva
estoy celebrar con todo el gozo,alta,positiva,alta_positiva
estoy listo para celebrar de alegría,alta,positiva,alta_positiva
me siento muy asustado del pánico,alta,negativa,alta_negativa
estoy los puños apretados del pánico,alta,negativa,alta_negativa
estoy aterrado con la noticia hoy,alta,negativa,alta_negativa
sinceramente estoy con la pera del susto que tengo,alta,negativa,alta_negativa
ando los puños apretados del coraje,alta,negativa,alta_negativa
tengo súper furioso del estrés,alta,negativa,alta_negativa
estoy con las emociones a flor de piel completamente,alta,negativa,alta_negativa
siento miedo de salir a la calle,alta,negativa,alta_negativa
no puedo más del estrés de verdad,alta,negativa,alta_negativa
sinceramente siento furia incontrolable,alta,negativa,alta_negativa
últimamente no me calienta ni el sol,alta,negativa,alta_negativa
tengo con mucho miedo de la furia,alta,negativa,alta_negativa
la verdad es que siento un nudo en la garganta,alta,negativa,alta_negativa
estoy la sangre hirviendo de la furia,alta,negativa,alta_negativa
estoy que echo chispas completamente,alta,negativa,alta_negativa
la verdad es que no puedo calmarme de la furia,alta,negativa,alta_negativa
ando muy enojado del estrés,alta,negativa,alta_negativa
ando muy enojado de la furia,alta,negativa,alta_negativa
me siento a punto de estallar del estrés,alta,negativa,alta_negativa
no me calienta ni el sol,alta,negativa,alta_negativa
siento que a punto de estallar del coraje,alta,negativa,alta_negativa
siento que los puños apretados del coraje,alta,negativa,alta_negativa
siento un nudo en la garganta porque sí,alta,negativa,alta_negativa
últimamente no puedo calmarme de la furia,alta,negativa,alta_negativa
me siento con mucha rabia de la furia,alta,negativa,alta_negativa
siento que súper furioso del coraje,alta,negativa,alta_negativa
siento que muy asustado de la ansiedad,alta,negativa,alta_negativa
me siento con mucha rabia de la ansiedad,alta,negativa,alta_negativa
tengo con mucho miedo del estrés,alta,negativa,alta_negativa
estoy con la pera del susto que tengo absolutamente,alta,negativa,alta_negativa
me siento a punto de estallar de la ansiedad,alta,negativa,alta_negativa
tengo con mucho miedo de la ansiedad,alta,negativa,alta_negativa
estoy muy enojado de la furia,alta,negativa,alta_negativa
sinceramente siento que me muero de rabia,alta,negativa,alta_negativa
me siento con mucho miedo de la ansiedad,alta,negativa,alta_negativa
sinceramente siento que me va a dar algo,alta,negativa,alta_negativa
ando con los nervios de punta del coraje,alta,negativa,alta_negativa
estoy aterrado con la noticia en este momento,alta,negativa,alta_negativa
ando muy enojado del pánico,alta,negativa,alta_negativa
tengo mucho miedo hoy,alta,negativa,alta_negativa
ando súper furioso de la rabia,alta,negativa,alta_negativa
tengo con mucha rabia del estrés,alta,negativa,alta_negativa
mi cabeza es un torbellino de pensamientos hoy,alta,negativa,alta_negativa
estoy que echo chispas de verdad,alta,negativa,alta_negativa
me siento me asfixio del coraje,alta,negativa,alta_negativa
me siento la sangre hirviendo de la furia,alta,negativa,alta_negativa
me siento con mucho miedo del pánico,alta,negativa,alta_negativa
estoy súper furioso del pánico,alta,negativa,alta_negativa
últimamente estoy que echo chispas,alta,negativa,alta_negativa
estoy los puños apretados de la rabia,alta,negativa,alta_negativa
siento que con los nervios de punta de la furia,alta,negativa,alta_negativa
siento que con los nervios de punta de la ansiedad,alta,negativa,alta_negativa
ando con mucho miedo de la ansiedad,alta,negativa,alta_negativa
me siento con los nervios de punta del pánico,alta,negativa,alta_negativa
tengo me asfixio de la rabia,alta,negativa,alta_negativa
tengo muy asustado de la ansiedad,alta,negativa,alta_negativa
siento que muy enojado del coraje,alta,negativa,alta_negativa
estoy muy enojado con mi jefe en este momento,alta,negativa,alta_negativa
tengo los puños apretados del estrés,alta,negativa,alta_negativa
la verdad es que estoy que echo chispas,alta,negativa,alta_negativa
ando con los nervios de punta de la rabia,alta,negativa,alta_negativa
siento que con mucho miedo del pánico,alta,negativa,alta_negativa
estoy con mucho miedo del coraje,alta,negativa,alta_negativa
no puedo dejar de pensar en eso,alta,negativa,alta_negativa
me siento la sangre hirviendo de la rabia,alta,negativa,alta_negativa
me siento muy enojado del estrés,alta,negativa,alta_negativa
siento que muy enojado de la ansiedad,alta,negativa,alta_negativa
ando con mucha rabia del estrés,alta,negativa,alta_negativa
me siento con los nervios de punta de la furia,alta,negativa,alta_negativa
ando a punto de estallar de la furia,alta,negativa,alta_negativa
ando me asfixio de la rabia,alta,negativa,alta_negativa
no puedo calmarme de la furia,alta,negativa,alta_negativa
sinceramente tengo mucha ansiedad por el examen,alta,negativa,alta_negativa
mi cabeza es un torbellino de pensamientos porque sí,alta,negativa,alta_negativa
estoy los puños apretados del coraje,alta,negativa,alta_negativa
tengo muy enojado de la rabia,alta,negativa,alta_negativa
tengo taquicardia,alta,negativa,alta_negativa
ando me asfixio de la ansiedad,alta,negativa,alta_negativa
estoy con la mecha corta y cualquier cosa me hace saltar absolutamente,alta,negativa,alta_negativa
estoy con mucho miedo del estrés,alta,negativa,alta_negativa
sinceramente no puedo calmarme de la furia,alta,negativa,alta_negativa
tengo súper furioso de la furia,alta,negativa,alta_negativa
me siento súper furioso del coraje,alta,negativa,alta_negativa
la verdad es que tengo mucho miedo,alta,negativa,alta_negativa
tengo con los nervios de punta del coraje,alta,negativa,alta_negativa
tengo con mucho miedo del coraje,alta,negativa,alta_negativa
tengo me asfixio del pánico,alta,negativa,alta_negativa
siento que muy enojado de la furia,alta,negativa,alta_negativa
ando me asfixio del estrés,alta,negativa,alta_negativa
ando la sangre hirviendo de la ansiedad,alta,negativa,alta_negativa
ando con mucha rabia del coraje,alta,negativa,alta_negativa
tengo muy asustado del pánico,alta,negativa,alta_negativa
siento que me muero de rabia porque sí,alta,negativa,alta_negativa
siento que con mucha rabia del coraje,alta,negativa,alta_negativa
ando los puños apretados del estrés,alta,negativa,alta_negativa
ando súper furioso del estrés,alta,negativa,alta_negativa
me suda todo el cuerpo porque sí,alta,negativa,alta_negativa
tengo mucha ansiedad por el examen ahora mismo,alta,negativa,alta_negativa
siento que muy asustado del estrés,alta,negativa,alta_negativa
estoy muy asustado del pánico,alta,negativa,alta_negativa
estoy con mucha rabia de la rabia,alta,negativa,alta_negativa
no puedo calmarme de la furia ahora mismo,alta,negativa,alta_negativa
ando muy asustado de la rabia,alta,negativa,alta_negativa
estoy a punto de perder la cabeza absolutamente,alta,negativa,alta_negativa
no puedo dejar de pensar en eso ahora mismo,alta,negativa,alta_negativa
siento que me va a dar algo ahora mismo,alta,negativa,alta_negativa
tengo con los nervios de punta del pánico,alta,negativa,alta_negativa
estoy aterrado con la noticia porque sí,alta,negativa,alta_negativa
siento miedo de salir a la calle porque sí,alta,negativa,alta_negativa
me siento con los nervios de punta del estrés,alta,negativa,alta_negativa
siento que la sangre hirviendo de la ansiedad,alta,negativa,alta_negativa
tengo con los nervios de punta de la rabia,alta,negativa,alta_negativa
me siento súper furioso de la ansiedad,alta,negativa,alta_negativa
ando la sangre hirviendo del estrés,alta,negativa,alta_negativa
sinceramente tengo taquicardia,alta,negativa,alta_negativa
ando con los nervios de punta del pánico,alta,negativa,alta_negativa
siento que muy asustado del coraje,alta,negativa,alta_negativa
me siento con mucho miedo del coraje,alta,negativa,alta_negativa
me suda todo el cuerpo hoy,alta,negativa,alta_negativa
sinceramente no puedo más del estrés,alta,negativa,alta_negativa
estoy con los nervios de punta del estrés,alta,negativa,alta_negativa
tengo súper furioso del coraje,alta,negativa,alta_negativa
estoy a punto de estallar de la ansiedad,alta,negativa,alta_negativa
me siento a punto de estallar del pánico,alta,negativa,alta_negativa
me siento con los nervios de punta de la rabia,alta,negativa,alta_negativa
tengo rabia hoy,alta,negativa,alta_negativa
estoy muy enojado de la ansiedad,alta,negativa,alta_negativa
sinceramente no me calienta ni el sol,alta,negativa,alta_negativa
estoy con mucho miedo del pánico,alta,negativa,alta_negativa
tengo con mucha rabia del coraje,alta,negativa,alta_negativa
ando con mucho miedo del coraje,alta,negativa,alta_negativa
ando muy enojado de la ansiedad,alta,negativa,alta_negativa
sinceramente me suda todo el cuerpo,alta,negativa,alta_negativa
últimamente siento que me va a dar algo,alta,negativa,alta_negativa
la verdad es que estoy a punto de perder la cabeza,alta,negativa,alta_negativa
me hierve la sangre absolutamente,alta,negativa,alta_negativa
estoy a punto de perder la cabeza,alta,negativa,alta_negativa
sinceramente estoy con las emociones a flor de piel,alta,negativa,alta_negativa
sinceramente me hierve la sangre,alta,negativa,alta_negativa
últimamente estoy con las emociones a flor de piel,alta,negativa,alta_negativa
ando muy asustado del estrés,alta,negativa,alta_negativa
estoy con las emociones a flor de piel,alta,negativa,alta_negativa
siento que muy asustado de la rabia,alta,negativa,alta_negativa
siento un nudo en la garganta en este momento,alta,negativa,alta_negativa
tengo con mucho miedo de la rabia,alta,negativa,alta_negativa
últimamente mi cabeza es un torbellino de pensamientos,alta,negativa,alta_negativa
tengo con mucha rabia del pánico,alta,negativa,alta_negativa
tengo los puños apretados de la furia,alta,negativa,alta_negativa
siento que con mucha rabia de la rabia,alta,negativa,alta_negativa
tengo con los nervios de punta de la furia,alta,negativa,alta_negativa
no puedo calmarme de la furia hoy,alta,negativa,alta_negativa
últimamente estoy muy enojado con mi jefe,alta,negativa,alta_negativa
me siento los puños apretados del estrés,alta,negativa,alta_negativa
estoy con la pera del susto que tengo de verdad,alta,negativa,alta_negativa
tengo mucha ansiedad por el examen porque sí,alta,negativa,alta_negativa
no puedo calmarme de la furia porque sí,alta,negativa,alta_negativa
tengo los puños apretados del coraje,alta,negativa,alta_negativa
siento furia incontrolable en este momento,alta,negativa,alta_negativa
estoy muy asustado de la ansiedad,alta,negativa,alta_negativa
estoy muy enojado del coraje,alta,negativa,alta_negativa
la verdad es que me hierve la sangre,alta,negativa,alta_negativa
siento que muy asustado de la furia,alta,negativa,alta_negativa
no puedo más del estrés absolutamente,alta,negativa,alta_negativa
ando muy asustado del coraje,alta,negativa,alta_negativa
estoy los puños apretados de la ansiedad,alta,negativa,alta_negativa
me siento muy enojado de la rabia,alta,negativa,alta_negativa
estoy me asfixio de la ansiedad,alta,negativa,alta_negativa
tengo mucho miedo ahora mismo,alta,negativa,alta_negativa
estoy con los nervios de punta del pánico,alta,negativa,alta_negativa
estoy la sangre hirviendo del pánico,alta,negativa,alta_negativa
me siento la sangre hirviendo del estrés,alta,negativa,alta_negativa
tengo a punto de estallar de la rabia,alta,negativa,alta_negativa
no me calienta ni el sol de verdad,alta,negativa,alta_negativa
tengo mucha ansiedad por el examen,alta,negativa,alta_negativa
estoy con los nervios de punta de la ansiedad,alta,negativa,alta_negativa
sinceramente siento una pesadez en el pecho,baja,negativa,baja_negativa
la verdad es que estoy nada contento,baja,negativa,baja_negativa
estoy triste porque sí,baja,negativa,baja_negativa
siento completamente agotado y no le veo sentido a nada,baja,negativa,baja_negativa
me siento desolado y no tengo ganas de salir,baja,negativa,baja_negativa
últimamente no estoy feliz,baja,negativa,baja_negativa
estoy muy triste en este momento,baja,negativa,baja_negativa
me arrastro por los rincones en este momento,baja,negativa,baja_negativa
siento una opresión en el pecho porque sí,baja,negativa,baja_negativa
me noto sin ganas de nada y quiero llorar,baja,negativa,baja_negativa
estoy hundido y no tengo ganas de salir,baja,negativa,baja_negativa
me siento bajoneado de verdad,baja,negativa,baja_negativa
tengo apagado y quiero llorar,baja,negativa,baja_negativa
me noto sin fuerzas y no le veo sentido a nada,baja,negativa,baja_negativa
estoy sin ganas de nada y no tengo ganas de salir,baja,negativa,baja_negativa
tengo un vacío enorme y no tengo ganas de salir,baja,negativa,baja_negativa
me noto apagado y no puedo más,baja,negativa,baja_negativa
estoy nada contento hoy,baja,negativa,baja_negativa
siento una opresión en el pecho,baja,negativa,baja_negativa
estoy con el bajon y sin ganas de levantarme de la cama completamente,baja,negativa,baja_negativa
la verdad es que no tengo fuerzas,baja,negativa,baja_negativa
me siento apagado y me cuesta levantarme,baja,negativa,baja_negativa
me noto muy triste y no tengo ganas de salir,baja,negativa,baja_negativa
la verdad es que no tengo ganas de nada,baja,negativa,baja_negativa
no tengo ganas de nada en este momento,baja,negativa,baja_negativa
me noto sin fuerzas y quiero llorar,baja,negativa,baja_negativa
estoy sin fuerzas y no puedo más,baja,negativa,baja_negativa
siento sin ganas de nada y me cuesta levantarme,baja,negativa,baja_negativa
estoy sin ganas de nada y no le veo sentido a nada,baja,negativa,baja_negativa
me arrastro por los rincones ahora mismo,baja,negativa,baja_negativa
no me siento bien en este momento,baja,negativa,baja_negativa
no estoy feliz hoy,baja,negativa,baja_negativa
sinceramente me arrastro por los rincones,baja,negativa,baja_negativa
siento una pesadez en el pecho en este momento,baja,negativa,baja_negativa
tengo profundamente deprimido y me cuesta levantarme,baja,negativa,baja_negativa
últimamente siento una opresión en el pecho,baja,negativa,baja_negativa
siento una pesadez en el pecho,baja,negativa,baja_negativa
tengo apagado y todo me da igual,baja,negativa,baja_negativa
me da lata todo y solo quiero quedarme encerrado de verdad,baja,negativa,baja_negativa
estoy muy triste y me cuesta levantarme,baja,negativa,baja_negativa
no tengo ganas de nada hoy,baja,negativa,baja_negativa
me noto desolado y no tengo ganas de salir,baja,negativa,baja_negativa
me siento hundido y no tengo ganas de salir,baja,negativa,baja_negativa
estoy el cuerpo pesado y no tengo ganas de salir,baja,negativa,baja_negativa
estoy desolado y solo ahora mismo,baja,negativa,baja_negativa
estoy apagado y no le veo sentido a nada,baja,negativa,baja_negativa
me noto hundido y todo me da igual,baja,negativa,baja_negativa
tengo sin ganas de nada y no le veo sentido a nada,baja,negativa,baja_negativa
no tengo fuerzas absolutamente,baja,negativa,baja_negativa
estoy un vacío enorme y quiero llorar,baja,negativa,baja_negativa
estoy muy triste hoy,baja,negativa,baja_negativa
siento hundido y no tengo ganas de salir,baja,negativa,baja_negativa
siento sin fuerzas y todo me da igual,baja,negativa,baja_negativa
tengo muy triste y todo me da igual,baja,negativa,baja_negativa
me da lata todo y solo quiero quedarme encerrado absolutamente,baja,negativa,baja_negativa
no doy más absolutamente,baja,negativa,baja_negativa
me siento desolado y no le veo sentido a nada,baja,negativa,baja_negativa
me da mucha pena lo que paso ahora mismo,baja,negativa,baja_negativa
sinceramente estoy triste,baja,negativa,baja_negativa
siento apagado y todo me da igual,baja,negativa,baja_negativa
me da mucha pena lo que paso,baja,negativa,baja_negativa
no me siento bien porque sí,baja,negativa,baja_negativa
me noto completamente agotado y no le veo sentido a nada,baja,negativa,baja_negativa
últimamente me da lata todo y solo quiero quedarme encerrado,baja,negativa,baja_negativa
me noto profundamente deprimido y todo me da igual,baja,negativa,baja_negativa
siento el cuerpo pesado y todo me da igual,baja,negativa,baja_negativa
tengo profundamente deprimido y no le veo sentido a nada,baja,negativa,baja_negativa
me noto completamente agotado y quiero llorar,baja,negativa,baja_negativa
estoy agotado de tanto trabajar porque sí,baja,negativa,baja_negativa
tengo muy triste y quiero llorar,baja,negativa,baja_negativa
sinceramente no tengo energías ni para hablar,baja,negativa,baja_negativa
me siento un vacío enorme y no le veo sentido a nada,baja,negativa,baja_negativa
estoy muy triste,baja,negativa,baja_negativa
siento completamente agotado y no puedo más,baja,negativa,baja_negativa
la verdad es que estoy triste,baja,negativa,baja_negativa
tengo completamente agotado y no tengo ganas de salir,baja,negativa,baja_negativa
me noto sin ganas de nada y no puedo más,baja,negativa,baja_negativa
siento profundamente deprimido y no le veo sentido a nada,baja,negativa,baja_negativa
estoy un vacío enorme y todo me da igual,baja,negativa,baja_negativa
sinceramente mi mente está nublada,baja,negativa,baja_negativa
estoy agotado de tanto trabajar hoy,baja,negativa,baja_negativa
mi mente está nublada,baja,negativa,baja_negativa
estoy desolado y quiero llorar,baja,negativa,baja_negativa
tengo un vacío enorme y todo me da igual,baja,negativa,baja_negativa
tengo apagado y no le veo sentido a nada,baja,negativa,baja_negativa
me siento profundamente deprimido y no tengo ganas de salir,baja,negativa,baja_negativa
me noto desolado y no le veo sentido a nada,baja,negativa,baja_negativa
siento desolado y me cuesta levantarme,baja,negativa,baja_negativa
la verdad es que me siento deprimido,baja,negativa,baja_negativa
me siento profundamente deprimido y no puedo más,baja,negativa,baja_negativa
siento sin ganas de nada y todo me da igual,baja,negativa,baja_negativa
siento hundido y quiero llorar,baja,negativa,baja_negativa
tengo profundamente deprimido y todo me da igual,baja,negativa,baja_negativa
estoy completamente agotado y quiero llorar,baja,negativa,baja_negativa
estoy por el piso,baja,negativa,baja_negativa
tengo el cuerpo pesado y no le veo sentido a nada,baja,negativa,baja_negativa
tengo desolado y no le veo sentido a nada,baja,negativa,baja_negativa
me noto desolado y quiero llorar,baja,negativa,baja_negativa
me siento deprimido en este momento,baja,negativa,baja_negativa
me siento apagado y no tengo ganas de salir,baja,negativa,baja_negativa
estoy por el piso de verdad,baja,negativa,baja_negativa
me noto hundido y quiero llorar,baja,negativa,baja_negativa
siento sin fuerzas y quiero llorar,baja,negativa,baja_negativa
tengo completamente agotado y todo me da igual,baja,negativa,baja_negativa
estoy sin ganas de nada y no puedo más,baja,negativa,baja_negativa
estoy desolado y no tengo ganas de salir,baja,negativa,baja_negativa
no me siento bien hoy,baja,negativa,baja_negativa
tengo profundamente deprimido y quiero llorar,baja,negativa,baja_negativa
me siento muy triste y no le veo sentido a nada,baja,negativa,baja_negativa
me noto sin ganas de nada y no tengo ganas de salir,baja,negativa,baja_negativa
me siento completamente agotado y todo me da igual,baja,negativa,baja_negativa
la verdad es que estoy con el bajon y sin ganas de levantarme de la cama,baja,negativa,baja_negativa
me siento apagado y no puedo más,baja,negativa,baja_negativa
tengo desolado y no puedo más,baja,negativa,baja_negativa
no estoy feliz porque sí,baja,negativa,baja_negativa
siento hundido y todo me da igual,baja,negativa,baja_negativa
